storm_id_code,storm_name_code,dt_snap_unix,image_filename_code,wind_kt_canonical,has_wind_label,imd_grade_ordinal,severity_tier_ordinal,wind_label_source_IMD,wind_label_source_none,lat,lon,imd_pressure_hpa,imd_pressure_drop,oci,oci_diameter,date_suspect,core_to_shield_area_ratio,dense_core_circularity_0to1,symmetry_score_0to1,cloud_cover_pct_of_valid_frame,eye_confidence_0to2,eye_to_core_diameter_ratio,storm_touches_frame_edge,pct_storm_boundary_at_frame_edge_or_nodata,aux_sst_warm_pct,aux_sst_cool_pct,aux_rainfall_heavy_pct,aux_rainfall_moderate_pct,has_image,image_to_observation_gap_hours,storm_age_hours,month_sin,month_cos,doy_sin,doy_cos,dt_snap_hour,wind_kt_lag1,pressure_lag1,wind_tendency_3h,pressure_tendency_3h,oci_diameter_missing,pressure_missing,basin_ARB,basin_BOB,basin_LAND,pipeline_grayscale,pipeline_no_image,pipeline_visible
0.0,,389070000.0,,25.0,1,0.0,0.0,1,0,14.0,82.5,,3.0,,,0.0,,,,,,,,,,,,,0,,0.0,0.49999999999999994,-0.8660254037844387,0.8724040568049612,-0.48878539428899265,3,,,,,1,1,0,1,0,0,1,0
0.0,,389080800.0,,30.0,1,1.0,0.0,1,0,14.5,82.5,,5.0,,,0.0,,,,,,,,,,,,,0,,3.0,0.49999999999999994,-0.8660254037844387,0.8724040568049612,-0.48878539428899265,6,25.0,,5.0,,1,1,0,1,0,0,1,0
0.0,,389102400.0,,35.0,1,2.0,0.0,1,0,15.0,82.0,,6.0,,,0.0,,,,,,,,,,,,,0,,9.0,0.49999999999999994,-0.8660254037844387,0.8724040568049612,-0.48878539428899265,12,30.0,,5.0,,1,1,0,1,0,0,1,0
0.0,,389124000.0,,40.0,1,2.0,0.0,1,0,15.5,82.5,,8.0,,,0.0,,,,,,,,,,,,,0,,15.0,0.49999999999999994,-0.8660254037844387,0.8724040568049612,-0.48878539428899265,18,35.0,,5.0,,1,1,0,1,0,0,1,0
0.0,,389145600.0,,45.0,1,2.0,0.0,1,0,16.0,83.0,,10.0,,,0.0,,,,,,,,,,,,,0,,21.0,0.49999999999999994,-0.8660254037844387,0.8638670987837349,-0.503719798736334,0,40.0,,5.0,,1,1,0,1,0,0,1,0
0.0,,389156400.0,,45.0,1,2.0,0.0,1,0,16.5,83.5,,10.042650267804008,,,0.0,,,,,,,,,,,,,0,,24.0,0.49999999999999994,-0.8660254037844387,0.8638670987837349,-0.503719798736334,3,45.0,,0.0,,1,1,0,1,0,0,1,0
0.0,,389167200.0,,50.0,1,3.0,1.0,1,0,16.5,84.0,,12.398333663955563,,,0.0,,,,,,,,,,,,,0,,27.0,0.49999999999999994,-0.8660254037844387,0.8638670987837349,-0.503719798736334,6,45.0,,5.0,,1,1,0,1,0,0,1,0
0.0,,389188800.0,,55.0,1,3.0,1.0,1,0,16.5,84.5,,15.001983733386234,,,0.0,,,,,,,,,,,,,0,,33.0,0.49999999999999994,-0.8660254037844387,0.8638670987837349,-0.503719798736334,12,50.0,,5.0,,1,1,0,1,0,0,1,0
0.0,,389210400.0,,55.0,1,3.0,1.0,1,0,17.0,85.0,,15.001983733386234,,,0.0,,,,,,,,,,,,,0,,39.0,0.49999999999999994,-0.8660254037844387,0.8638670987837349,-0.503719798736334,18,55.0,,0.0,,1,1,0,1,0,0,1,0
0.0,,389232000.0,,60.0,1,3.0,1.0,1,0,17.0,86.0,,17.853600476096013,,,0.0,,,,,,,,,,,,,0,,45.0,0.49999999999999994,-0.8660254037844387,0.8550745085896932,-0.518505144391157,0,55.0,,5.0,,1,1,0,1,0,0,1,0
0.0,,389242800.0,,65.0,1,4.0,1.0,1,0,17.0,86.5,,20.953183892084905,,,0.0,,,,,,,,,,,,,0,,48.0,0.49999999999999994,-0.8660254037844387,0.8550745085896932,-0.518505144391157,3,60.0,,5.0,,1,1,0,1,0,0,1,0
0.0,,389253600.0,,80.0,1,4.0,1.0,1,0,17.5,87.5,,31.73973417972625,,,0.0,,,,,,,,,,,,,0,,51.0,0.49999999999999994,-0.8660254037844387,0.8550745085896932,-0.518505144391157,6,65.0,,15.0,,1,1,0,1,0,0,1,0
0.0,,389275200.0,,90.0,1,4.0,1.0,1,0,17.5,88.5,,40.17060107121603,,,0.0,,,,,,,,,,,,,0,,57.0,0.49999999999999994,-0.8660254037844387,0.8550745085896932,-0.518505144391157,12,80.0,,10.0,,1,1,0,1,0,0,1,0
0.0,,389296800.0,,105.0,1,4.0,1.0,1,0,17.5,90.0,,54.67665145804404,,,0.0,,,,,,,,,,,,,0,,63.0,0.49999999999999994,-0.8660254037844387,0.8550745085896932,-0.518505144391157,18,90.0,,15.0,,1,1,0,1,0,0,1,0
0.0,,389318400.0,,115.0,1,4.0,1.0,1,0,17.5,91.0,,65.58718508232494,,,0.0,,,,,,,,,,,,,0,,69.0,0.49999999999999994,-0.8660254037844387,0.8460288880917339,-0.533137056031809,0,105.0,,10.0,,1,1,0,1,0,0,1,0
0.0,,389329200.0,,115.0,1,4.0,1.0,1,0,17.5,91.5,,65.58718508232494,,,0.0,,,,,,,,,,,,,0,,72.0,0.49999999999999994,-0.8660254037844387,0.8460288880917339,-0.533137056031809,3,115.0,,0.0,,1,1,0,1,0,0,1,0
0.0,,389340000.0,,115.0,1,4.0,1.0,1,0,17.5,92.0,,65.58718508232494,,,0.0,,,,,,,,,,,,,0,,75.0,0.49999999999999994,-0.8660254037844387,0.8460288880917339,-0.533137056031809,6,115.0,,0.0,,1,1,0,1,0,0,1,0
0.0,,389361600.0,,115.0,1,4.0,1.0,1,0,17.5,93.5,,65.58718508232494,,,0.0,,,,,,,,,,,,,0,,81.0,0.49999999999999994,-0.8660254037844387,0.8460288880917339,-0.533137056031809,12,115.0,,0.0,,1,1,0,1,0,0,1,0
0.0,,389383200.0,,115.0,1,4.0,1.0,1,0,17.3,94.5,,65.58718508232494,,,0.0,,,,,,,,,,,,,0,,87.0,0.49999999999999994,-0.8660254037844387,0.8460288880917339,-0.533137056031809,18,115.0,,0.0,,1,1,0,1,0,0,1,0
0.0,,389415600.0,,30.0,1,1.0,0.0,1,0,17.2,98.5,,4.463400119024003,,,0.0,,,,,,,,,,,,,0,,96.0,0.49999999999999994,-0.8660254037844387,0.8367329140344921,-0.5476112038402312,3,115.0,,-85.0,,1,1,0,1,0,0,1,0
1.0,,391694400.0,,25.0,1,0.0,0.0,1,0,14.5,91.5,990.0,3.099583415988892,,,0.0,,,,,,,,,,,,,0,,0.0,0.49999999999999994,-0.8660254037844387,0.5175855102531889,-0.8556314858488706,12,,,,,1,0,0,1,0,0,1,0
1.0,,391716000.0,,30.0,1,1.0,0.0,1,0,19.0,91.3,988.0,4.463400119024003,,,0.0,,,,,,,,,,,,,0,,6.0,0.49999999999999994,-0.8660254037844387,0.5175855102531889,-0.8556314858488706,18,25.0,990.0,5.0,-2.0,1,0,0,1,0,0,1,0
1.0,,391737600.0,,35.0,1,2.0,0.0,1,0,15.5,91.0,986.0,6.075183495338227,,,0.0,,,,,,,,,,,,,0,,12.0,1.2246467991473532e-16,-1.0,0.5027907197793043,-0.8644081744776648,0,30.0,988.0,5.0,-2.0,1,0,0,1,0,0,1,0
1.0,,391748400.0,,40.0,1,2.0,0.0,1,0,16.0,91.0,984.0,7.934933544931562,,,0.0,,,,,,,,,,,,,0,,15.0,1.2246467991473532e-16,-1.0,0.5027907197793043,-0.8644081744776648,3,35.0,986.0,5.0,-2.0,1,0,0,1,0,0,1,0
1.0,,391759200.0,,40.0,1,2.0,0.0,1,0,16.5,91.0,984.0,7.934933544931562,,,0.0,,,,,,,,,,,,,0,,18.0,1.2246467991473532e-16,-1.0,0.5027907197793043,-0.8644081744776648,6,40.0,984.0,0.0,0.0,1,0,0,1,0,0,1,0
1.0,,391780800.0,,40.0,1,2.0,0.0,1,0,16.5,90.5,984.0,7.934933544931562,,,0.0,,,,,,,,,,,,,0,,24.0,1.2246467991473532e-16,-1.0,0.5027907197793043,-0.8644081744776648,12,40.0,984.0,0.0,0.0,1,0,0,1,0,0,1,0
1.0,,391802400.0,,40.0,1,2.0,0.0,1,0,17.0,90.0,984.0,7.934933544931562,,,0.0,,,,,,,,,,,,,0,,30.0,1.2246467991473532e-16,-1.0,0.5027907197793043,-0.8644081744776648,18,40.0,984.0,0.0,0.0,1,0,0,1,0,0,1,0
1.0,,391824000.0,,40.0,1,2.0,0.0,1,0,19.0,88.5,984.0,7.934933544931562,,,0.0,,,,,,,,,,,,,0,,36.0,1.2246467991473532e-16,-1.0,0.4878471454423119,-0.8729290708206411,0,40.0,984.0,0.0,0.0,1,0,0,1,0,0,1,0
1.0,,391834800.0,,45.0,1,2.0,0.0,1,0,17.5,89.5,982.0,10.042650267804008,,,0.0,,,,,,,,,,,,,0,,39.0,1.2246467991473532e-16,-1.0,0.4878471454423119,-0.8729290708206411,3,40.0,984.0,5.0,-2.0,1,0,0,1,0,0,1,0
1.0,,391845600.0,,45.0,1,2.0,0.0,1,0,17.5,89.5,982.0,10.042650267804008,,,0.0,,,,,,,,,,,,,0,,42.0,1.2246467991473532e-16,-1.0,0.4878471454423119,-0.8729290708206411,6,45.0,982.0,0.0,0.0,1,0,0,1,0,0,1,0
1.0,,391867200.0,,45.0,1,3.0,1.0,1,0,18.0,89.0,982.0,10.042650267804008,,,0.0,,,,,,,,,,,,,0,,48.0,1.2246467991473532e-16,-1.0,0.4878471454423119,-0.8729290708206411,12,45.0,982.0,0.0,0.0,1,0,0,1,0,0,1,0
